Date of Trade,Action,Symbol,Description,Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date,unadjusted_quantity,unadjusted_price,split_adjustment_factor
 03/29/2022, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-1.7400000000000004,5167.999999999999,,0.05,,8992.5,97500.0,3/31/2022,-174,51.68,0.01
 03/29/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-140.0,35.68,,0.03,,4995.81,97500.0,3/31/2022,-280,17.84,0.5
 03/29/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY JR GLD MIN... (JNUG) (Short),JNUG, DIREXION SHS ETF TR DAILY JR GLD MIN IN,Short,-78.0,76.56,,0.04,,5971.64,97500.0,3/31/2022,-78,76.56,1.0
 03/29/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY JR GOLD 2X 1... (25460G807) (Short),JDST, DIREXION SHS ETF TR DLY JR GOLD 2X 1 FO,Short,-64.5,77.19999999999999,,0.03,,4979.5,97500.0,3/31/2022,-645,7.72,0.1
 03/29/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,Short,-20.8,336.1,,0.04,,6990.86,97500.0,3/31/2022,-208,33.61,0.1
 03/29/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-114.0,43.69,,0.03,,4980.63,97500.0,3/31/2022,-114,43.69,1.0
 03/29/2022, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679872) (Short),FNGU, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-0.1,256.4,,0.01,,25.63,97500.0,3/31/2022,-1,25.64,0.1
 03/29/2022, YOU SOLD SHORT SALE BANK OF MONTREAL MICROSECTORS US BIG... (BNKU) (Short),BNKU, BANK OF MONTREAL MICROSECTORS US BIG 0.,Short,-1.0,49.28,,0.01,,49.27,97500.0,3/31/2022,-1,49.28,1.0
 03/29/2022, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679658) (Short),GDXU, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-0.1,158.39999999999998,,0.01,,15.83,97500.0,3/31/2022,-1,15.84,0.1
 03/29/2022, YOU SOLD SHORT SALE MICROSECTORS GOLD MINERS 3X INVERSE ... (063679641) (Short),SHNY, MICROSECTORS GOLD MINERS 3X INVERSE 0.0,Short,-1.0,9.18,,0.01,,9.17,97500.0,3/31/2022,-1,9.18,1.0
 03/29/2022, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679633) (Short),NRGD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-1.0,2.36,,0.01,,2.35,97500.0,3/31/2022,-1,2.36,1.0
 03/29/2022, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679625) (Short),BNKU, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-1.0,9.08,,0.01,,9.07,97500.0,3/31/2022,-1,9.08,1.0
 03/29/2022, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679617) (Short),BULZ, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-0.1,164.79999999999998,,0.01,,16.47,97500.0,3/31/2022,-1,16.48,0.1
 03/29/2022, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679591) (Short),BERZ, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-0.1,184.2,,0.01,,18.41,97500.0,3/31/2022,-1,18.42,0.1
 03/29/2022, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS OIL 0... (OILU) (Short),OILU, BANK MONTREAL QUE MICROSECTORS OIL 0.00,Short,-1.0,50.94,,0.01,,50.93,97500.0,3/31/2022,-1,50.94,1.0
 03/29/2022, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679575) (Short),OILD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-0.1,79.69999999999999,,0.01,,7.96,97500.0,3/31/2022,-1,7.97,0.1
 03/29/2022, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (06367V204) (Short),FNGD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-0.1,361.7,,0.01,,36.16,97500.0,3/31/2022,-1,36.17,0.1
 03/29/2022, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS US BI... (NRGU) (Short),NRGU, BANK MONTREAL QUE MICROSECTORS US BIG O,Short,-1.0,399.74,,0.01,,399.73,97500.0,3/31/2022,-1,399.74,1.0
 03/30/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-14.5,33.78,,0.01,,489.82,97500.0,4/1/2022,-29,16.89,0.5
 03/30/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY JR GOLD 2X 1... (25460G807) (Short),JDST, DIREXION SHS ETF TR DLY JR GOLD 2X 1 FO,Short,-3.3000000000000003,74.89999999999999,,0.01,,247.0,97500.0,4/1/2022,-33,7.49,0.1
 03/31/2022, YOU SOLD SHORT SALE PROSHARES TR II ULTA BLMBG 2017 (UCO) (Short),UCO, PROSHARES TR II ULTA BLMBG 2017,Short,-200.0,40.0475,,0.05,,8009.45,97500.0,4/4/2022,-50,160.19,4.0
 03/31/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB OIL 1 F... (74347Y862) (Short),SCO, PROSHARES TR II ULSHT BLOOMB OIL 1 FOR ,Short,-179.8,27.8,,0.03,,4993.92,97500.0,4/4/2022,-899,5.56,0.2
 03/31/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-16.0,30.62,,0.01,,489.94,97500.0,4/4/2022,-32,15.31,0.5
 03/31/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY ENRGY BULL2X (ERX) (Short),ERX, DIREXION SHS ETF TR DLY ENRGY BULL2X,Short,-89.0,55.67,,0.03,,4954.6,97500.0,4/4/2022,-89,55.67,1.0
 03/31/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR OIL GAS BL 2X SH (GUSH) (Short),GUSH, DIREXION SHS ETF TR OIL GAS BL 2X SH,Short,-168.0,43.7775,,0.04,,7354.75,97500.0,4/4/2022,-42,175.11,4.0
 03/31/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY S&P OIL GAS (DRIP) (Short),DRIP, DIREXION SHS ETF TR DLY S&P OIL GAS,Short,-217.0,22.96,,0.03,,4982.51,97500.0,4/4/2022,-217,22.96,1.0
 03/31/2022, YOU SOLD SHORT SALE DIREXION DAILY ENERGY BEAR 2X SHARES... (25460E554) (Short),ERY, DIREXION DAILY ENERGY BEAR 2X SHARES 1 ,Short,-94.3,52.99999999999999,,0.03,,4997.96,97500.0,4/4/2022,-943,5.3,0.1
 03/31/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY SM CP BEAR (TZA) (Short),TZA, DIREXION SHS ETF TR DAILY SM CP BEAR,Short,-213.0,30.47,,0.04,,6490.69,97500.0,4/4/2022,-213,30.47,1.0
 03/31/2022, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-78.0,63.34,,0.03,,4940.49,97500.0,4/4/2022,-78,63.34,1.0
 03/31/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-7.0,39.67,,0.01,,277.68,97500.0,4/4/2022,-7,39.67,1.0
 03/31/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-9.0,41.23,,0.01,,371.06,97500.0,4/4/2022,-9,41.23,1.0
 04/01/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY TECH OCT21 (TECS) (Short),TECS, DIREXION SHS ETF TR DAILY TECH OCT21,Short,-15.3,326.6,,0.03,,4997.03,96896.79,4/5/2022,-153,32.66,0.1
 04/01/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY S&P OIL GAS (DRIP) (Short),DRIP, DIREXION SHS ETF TR DLY S&P OIL GAS,Short,-13.0,22.8,,0.01,,296.41,96896.79,4/5/2022,-13,22.8,1.0
 04/01/2022, YOU SOLD SHORT SALE DIREXION DAILY ENERGY BEAR 2X SHARES... (25460E554) (Short),ERY, DIREXION DAILY ENERGY BEAR 2X SHARES 1 ,Short,-5.7,52.1,,0.01,,297.05,96896.79,4/5/2022,-57,5.21,0.1
 04/01/2022, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-3.0,63.7,,0.01,,191.09,96896.79,4/5/2022,-3,63.7,1.0
 04/01/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-13.0,35.8,,0.01,,465.33,96896.79,4/5/2022,-13,35.8,1.0
 04/01/2022, YOU SOLD SHORT SALE DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,Short,-84.0,58.96,,0.03,,4952.74,96896.79,4/5/2022,-84,58.96,1.0
 04/04/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB OIL 1 F... (74347Y862) (Short),SCO, PROSHARES TR II ULSHT BLOOMB OIL 1 FOR ,Short,-18.6,26.6,,0.01,,495.07,96896.79,4/6/2022,-93,5.32,0.2
 04/04/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY JR GOLD 2X 1... (25460G807) (Short),JDST, DIREXION SHS ETF TR DLY JR GOLD 2X 1 FO,Short,-7.0,71.5,,0.01,,500.49,96896.79,4/6/2022,-70,7.15,0.1
 04/04/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY ENRGY BULL2X (ERX) (Short),ERX, DIREXION SHS ETF TR DLY ENRGY BULL2X,Short,-5.0,56.1,,0.01,,280.49,96896.79,4/6/2022,-5,56.1,1.0
 04/04/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY TECH OCT21 (TECS) (Short),TECS, DIREXION SHS ETF TR DAILY TECH OCT21,Short,-1.6,303.5,,0.01,,485.63,96896.79,4/6/2022,-16,30.35,0.1
 04/05/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-25.0,27.86,,0.01,,696.57,96892.15,4/7/2022,-50,13.93,0.5
 04/05/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-17.0,33.51,,0.01,,569.66,96892.15,4/7/2022,-17,33.51,1.0
 04/06/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-19.0,25.92,,0.01,,492.47,96892.15,4/8/2022,-38,12.96,0.5
 04/06/2022, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-8.0,58.11,,0.01,,464.87,96892.15,4/8/2022,-8,58.11,1.0
 04/06/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-16.0,29.86,,0.01,,477.75,96892.15,4/8/2022,-16,29.86,1.0
 04/06/2022, YOU SOLD SHORT SALE DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,Short,-9.0,54.8,,0.01,,493.19,96892.15,4/8/2022,-9,54.8,1.0
 04/07/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-12.0,24.46,,0.01,,293.51,96892.15,4/11/2022,-24,12.23,0.5
 04/11/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-18.0,27.02,,0.01,,486.35,95144.91,4/13/2022,-18,27.02,1.0
 04/11/2022, YOU SOLD SHORT SALE DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,Short,-9.0,50.81,,0.01,,457.28,95144.91,4/13/2022,-9,50.81,1.0
 04/12/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-23.5,21.2,,0.01,,498.25,95144.91,4/14/2022,-47,10.6,0.5
 04/12/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DLY ENRGY BULL2X (ERX) (Short),ERX, DIREXION SHS ETF TR DLY ENRGY BULL2X,BTC,94.0,59.88,,,,-5628.64,95144.91,4/14/2022,94,59.88,1.0
 04/12/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY S&P OIL GAS (DRIP) (Short),DRIP, DIREXION SHS ETF TR DLY S&P OIL GAS,Short,-13.0,21.48,,0.01,,279.23,95144.91,4/14/2022,-13,21.48,1.0
 04/12/2022, YOU BOUGHT SHORT COVER DIREXION DAILY ENERGY BEAR 2X SHARES... (25460E554) (Short),ERY, DIREXION DAILY ENERGY BEAR 2X SHARES 1 ,BTC,100.0,48.6,,,,-4855.0,95144.91,4/14/2022,1000,4.86,0.1
 04/12/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY SM CP BEAR (TZA) (Short),TZA, DIREXION SHS ETF TR DAILY SM CP BEAR,Short,-14.0,34.24,,0.01,,479.35,95144.91,4/14/2022,-14,34.24,1.0
 04/12/2022, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (06367V303) (Short),NRGD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-50.0,98.16,,0.03,,4907.98,95144.91,4/14/2022,-50,98.16,1.0
 04/14/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB OIL 1 F... (74347Y862) (Short),SCO, PROSHARES TR II ULSHT BLOOMB OIL 1 FOR ,Short,-20.4,24.4,,0.01,,497.75,92853.81,4/19/2022,-102,4.88,0.2
 04/14/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-43.5,18.36,,0.01,,798.74,92853.81,4/19/2022,-87,9.18,0.5
 04/18/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULTA BLMBG 2017 (UCO) (Short),UCO, PROSHARES TR II ULTA BLMBG 2017,BTC,20.0,45.18,,,,-903.58,92853.81,4/20/2022,5,180.72,4.0
 04/18/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB OIL 1 F... (74347Y862) (Short),SCO, PROSHARES TR II ULSHT BLOOMB OIL 1 FOR ,BTC,42.0,23.8,,,,-1000.65,92853.81,4/20/2022,210,4.76,0.2
 04/18/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-66.0,15.06,,0.01,,993.95,92853.81,4/20/2022,-132,7.53,0.5
 04/18/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DAILY TECH OCT21 (TECS) (Short),TECS, DIREXION SHS ETF TR DAILY TECH OCT21,BTC,2.5,398.8,,,,-996.98,92853.81,4/20/2022,25,39.88,0.1
 04/18/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,BTC,1.9,522.1999999999999,,,,-992.17,92853.81,4/20/2022,19,52.22,0.1
 04/18/2022, YOU BOUGHT SHORT COVER DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,BTC,21.0,46.88,,,,-984.48,92853.81,4/20/2022,21,46.88,1.0
 04/25/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR OIL GAS BL 2X SH (GUSH) (Short),GUSH, DIREXION SHS ETF TR OIL GAS BL 2X SH,Short,-40.0,35.48,,0.01,,1419.19,93505.5,4/27/2022,-10,141.92,4.0
 04/25/2022, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-12.0,49.15,,0.01,,589.79,93505.5,4/27/2022,-12,49.15,1.0
 04/25/2022, YOU SOLD SHORT SALE DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,Short,-6.0,43.24,,0.01,,259.43,93505.5,4/27/2022,-6,43.24,1.0
 04/28/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB OIL 1 F... (74347Y862) (Short),SCO, PROSHARES TR II ULSHT BLOOMB OIL 1 FOR ,Short,-20.0,25.9,,0.01,,517.99,93505.5,5/2/2022,-100,5.18,0.2
 04/29/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-50.0,17.34,,0.01,,867.0,94634.75,5/3/2022,-100,8.67,0.5
 04/29/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-30.0,22.64,,0.01,,679.2,94634.75,5/3/2022,-30,22.64,1.0
 04/29/2022, YOU SOLD SHORT SALE DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,Short,-10.0,43.04,,0.01,,430.39,94634.75,5/3/2022,-10,43.04,1.0
 05/03/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-50.0,14.38,,0.01,,719.11,94634.93,5/5/2022,-100,7.19,0.5
 05/12/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULTA BLMBG 2017 (UCO) (Short),UCO, PROSHARES TR II ULTA BLMBG 2017,BTC,24.0,41.8175,,,,-1003.59,90639.38,5/16/2022,6,167.27,4.0
 05/12/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB OIL 1 F... (74347Y862) (Short),SCO, PROSHARES TR II ULSHT BLOOMB OIL 1 FOR ,BTC,41.0,24.35,,,,-998.37,90639.38,5/16/2022,205,4.87,0.2
 05/16/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB OIL 1 F... (74347Y862) (Short),SCO, PROSHARES TR II ULSHT BLOOMB OIL 1 FOR ,Short,-20.0,22.95,,0.02,,459.07,92480.95,5/18/2022,-100,4.59,0.2
 05/16/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-100.0,12.82,,0.03,,1281.99,92480.95,5/18/2022,-200,6.41,0.5
 05/16/2022, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-10.0,39.6,,0.01,,395.99,92480.95,5/18/2022,-10,39.6,1.0
 05/18/2022, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-12.0,37.8,,0.02,,453.59,92480.95,5/20/2022,-12,37.8,1.0
 05/20/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-25.0,18.73,,0.02,,468.23,94822.66,5/24/2022,-25,18.73,1.0
 05/20/2022, YOU SOLD SHORT SALE DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,Short,-25.0,30.55,,0.02,,763.74,94822.66,5/24/2022,-25,30.55,1.0
 05/23/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS 1 F... (74347Y821) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS 1 FOR ,Short,-75.0,11.18,,0.02,,838.48,94822.66,5/25/2022,-150,5.59,0.5
 05/23/2022, YOU SOLD SHORT SALE DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,Short,-15.0,33.76,,0.02,,506.38,94822.66,5/25/2022,-15,33.76,1.0
 05/27/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DAILY TECH OCT21 (TECS) (Short),TECS, DIREXION SHS ETF TR DAILY TECH OCT21,BTC,14.4,400.0,,,,-5759.99,94381.73,6/1/2022,144,40.0,0.1
 05/27/2022, YOU BOUGHT SHORT COVER DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,BTC,137.0,39.01,,,,-5344.37,94381.73,6/1/2022,137,39.01,1.0
 06/01/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-40.0,10.48,,0.01,,419.28,94382.17,6/3/2022,-20,20.96,2.0
 06/01/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-50.0,10.5,,0.02,,525.08,94382.17,6/3/2022,-25,21.0,2.0
 06/02/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-60.0,10.73,,0.02,,643.74,94382.17,6/6/2022,-30,21.46,2.0
 06/02/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY S&P OIL GAS (DRIP) (Short),DRIP, DIREXION SHS ETF TR DLY S&P OIL GAS,Short,-100.0,15.0,,0.04,,1499.96,94382.17,6/6/2022,-100,15.0,1.0
 06/06/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-200.0,8.905,,0.05,,1781.32,95883.26,6/8/2022,-100,17.81,2.0
 06/07/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY S&P OIL GAS (DRIP) (Short),DRIP, DIREXION SHS ETF TR DLY S&P OIL GAS,Short,-70.0,13.86,,0.03,,970.33,95883.26,6/9/2022,-70,13.86,1.0
 06/14/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,BTC,0.38,7875.999999999999,,,,-2992.88,93364.73,6/16/2022,38,78.76,0.01
 06/14/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,362.0,13.26,,,,-4800.92,93364.73,6/16/2022,181,26.52,2.0
 06/14/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY JR GLD MIN... (JNUG) (Short),JNUG, DIREXION SHS ETF TR DAILY JR GLD MIN IN,Short,-15.0,43.19,,0.02,,647.85,93364.73,6/16/2022,-15,43.19,1.0
 06/14/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR OIL GAS BL 2X SH (GUSH) (Short),GUSH, DIREXION SHS ETF TR OIL GAS BL 2X SH,BTC,56.0,52.73,,,,-2952.88,93364.73,6/16/2022,14,210.92,4.0
 06/14/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY TECH OCT21 (TECS) (Short),TECS, DIREXION SHS ETF TR DAILY TECH OCT21,Short,-17.0,528.6999999999999,,0.21,,8987.69,93364.73,6/16/2022,-170,52.87,0.1
 06/14/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DLY S&P OIL GAS (DRIP) (Short),DRIP, DIREXION SHS ETF TR DLY S&P OIL GAS,BTC,188.0,15.91,,,,-2990.84,93364.73,6/16/2022,188,15.91,1.0
 06/14/2022, YOU SOLD SHORT SALE DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,Short,-110.0,27.75,,0.07,,3052.44,93364.73,6/16/2022,-110,27.75,1.0
 06/16/2022, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.38,7841.999999999999,,0.07,,2979.89,93364.73,6/21/2022,-38,78.42,0.01
 06/16/2022, YOU SOLD SHORT SALE EX-DIV DATE 06/22/22RECORD DATE 06/23/22 DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-40.0,13.06,,0.02,,522.38,93364.73,6/21/2022,-40,13.06,1.0
 06/17/2022, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.14,7032.999999999998,,0.03,,984.59,94507.47,6/22/2022,-14,70.33,0.01
 06/17/2022, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.15,6711.999999999999,,0.03,,1006.77,94507.47,6/22/2022,-15,67.12,0.01
