Date of Trade,Action,Symbol,Description,Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date,unadjusted_quantity,unadjusted_price,split_adjustment_factor
 01/23/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679591) (Short),BERZ, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-1.0,239.7,,0.01,,239.69,118713.51,1/25/2023,-10,23.97,0.1
 01/23/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (06367V204) (Short),FNGD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-0.8,398.8,,0.01,,319.03,118713.51,1/25/2023,-8,39.88,0.1
 01/24/2023, YOU BOUGHT SHORT COVER DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,BTC,70.0,14.35,,,,-1004.15,118713.51,1/26/2023,70,14.35,1.0
 01/25/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.56,886.9999999999998,,0.02,,496.78,118713.51,1/27/2023,-56,8.87,0.01
 01/25/2023, YOU BOUGHT SHORT COVER PROSHARES ULTRAPRO DOW30 (UDOW) (Short),UDOW, PROSHARES ULTRAPRO DOW30,BTC,18.0,58.51,,,,-1053.18,118713.51,1/27/2023,18,58.51,1.0
 01/25/2023, YOU BOUGHT SHORT COVER DIREXION DLY S&P 500 BULL 3X (SPXL) (Short),SPXL, DIREXION DLY S&P 500 BULL 3X,BTC,15.0,69.12,,,,-1036.8,118713.51,1/27/2023,15,69.12,1.0
 01/25/2023, YOU BOUGHT SHORT COVER DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,BTC,38.0,26.39,,,,-1002.63,118713.51,1/27/2023,38,26.39,1.0
 01/25/2023, YOU SOLD SHORT SALE MICROSECTORS GOLD MINERS 3X INVERSE ... (063679641) (Short),SHNY, MICROSECTORS GOLD MINERS 3X INVERSE 0.0,Short,-55.0,5.37,,0.01,,295.34,118713.51,1/27/2023,-55,5.37,1.0
 01/25/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679625) (Short),BNKU, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-36.0,8.44,,0.01,,303.88,118713.51,1/27/2023,-36,8.44,1.0
 01/26/2023, YOU SOLD SHORT SALE VS TRUST 2X LONG VIX FUT 1 FOR 10 R/... (92891H408) (Short),UVIX, VS TRUST 2X LONG VIX FUT 1 FOR 10 R/S I,Short,-25.0,19.37,,0.02,,484.24,118713.51,1/30/2023,-25,19.37,1.0
 01/26/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.6700000000000002,738.9999999999998,,0.02,,495.12,118713.51,1/30/2023,-67,7.39,0.01
 01/27/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRASHRT DOW 30 (SDOW) (Short),SDOW, PROSHARES TR ULTRASHRT DOW 30,Short,-3.0,99.28,,0.01,,297.83,119350.76,1/31/2023,-12,24.82,0.25
 01/27/2023, YOU SOLD SHORT SALE PROSHARES TR ULTSHT REAL EST (SRS) (Short),SRS, PROSHARES TR ULTSHT REAL EST,Short,-5.0,61.44,,0.01,,307.19,119350.76,1/31/2023,-20,15.36,0.25
 01/27/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY REAL ESTAT (DRV) (Short),DRV, DIREXION SHS ETF TR DAILY REAL ESTAT,Short,-5.0,41.26,,0.01,,206.29,119350.76,1/31/2023,-5,41.26,1.0
 01/27/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY TECH OCT21 (TECS) (Short),TECS, DIREXION SHS ETF TR DAILY TECH OCT21,Short,-1.2000000000000002,300.6,,0.01,,360.71,119350.76,1/31/2023,-12,30.06,0.1
 01/27/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679591) (Short),BERZ, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-2.5,203.7,,0.02,,509.23,119350.76,1/31/2023,-25,20.37,0.1
 01/27/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (06367V204) (Short),FNGD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-1.3,321.0,,0.01,,417.23,119350.76,1/31/2023,-13,32.1,0.1
 01/31/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.6800000000000002,735.9999999999999,,0.02,,500.53,119350.76,2/2/2023,-68,7.36,0.01
 01/31/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,Short,-2.0,247.7,,0.02,,495.28,119350.76,2/2/2023,-20,24.77,0.1
 02/02/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.25,654.9999999999999,,0.01,,163.77,119381.58,2/6/2023,-25,6.55,0.01
 02/02/2023, YOU SOLD SHORT SALE PROSHARES TR ULTPRO SHT 2017 (SRTY) (Short),SRTY, PROSHARES TR ULTPRO SHT 2017,Short,-12.0,37.09,,0.02,,445.07,119381.58,2/6/2023,-12,37.09,1.0
 02/02/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,Short,-2.0,194.3,,0.01,,388.59,119381.58,2/6/2023,-20,19.43,0.1
 02/02/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (06367V204) (Short),FNGD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-2.0,248.0,,0.02,,496.0,119381.58,2/6/2023,-20,24.8,0.1
 02/02/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS US BI... (NRGU) (Short),NRGU, BANK MONTREAL QUE MICROSECTORS US BIG O,Short,-1.0,459.52,,0.02,,459.5,119381.58,2/6/2023,-1,459.52,1.0
 02/03/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.9000000000000001,563.9999999999999,,0.02,,507.58,119349.4,2/7/2023,-90,5.64,0.01
 02/03/2023, YOU SOLD SHORT SALE PROSHARES TR ULTSHT SMLCP600 (SDD) (Short),SDD, PROSHARES TR ULTSHT SMLCP600,Short,-20.0,19.8,,0.01,,395.99,119349.4,2/7/2023,-20,19.8,1.0
 02/03/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY GOLD INDX 2X (NUGT) (Short),NUGT, DIREXION SHS ETF TR DLY GOLD INDX 2X,Short,-11.0,38.64,,0.01,,425.03,119349.4,2/7/2023,-11,38.64,1.0
 02/03/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DLY S&P500 BR 3X (SPXS) (Short),SPXS, DIREXION SHS ETF TR DLY S&P500 BR 3X,BTC,110.0,17.38,,,,-1911.27,119349.4,2/7/2023,110,17.38,1.0
 02/03/2023, YOU BOUGHT SHORT COVER DIREXION DLY S&P 500 BULL 3X (SPXL) (Short),SPXL, DIREXION DLY S&P 500 BULL 3X,BTC,17.0,78.1,,,,-1327.7,119349.4,2/7/2023,17,78.1,1.0
 02/03/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679591) (Short),BERZ, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-2.5,160.3,,0.01,,400.74,119349.4,2/7/2023,-25,16.03,0.1
 02/03/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS GOLD ... (GDXU) (Short),GDXU, BANK MONTREAL QUE MICROSECTORS GOLD 0.0,Short,-9.0,48.86,,0.02,,439.72,119349.4,2/7/2023,-9,48.86,1.0
 02/06/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR OIL GAS BL 2X SH (GUSH) (Short),GUSH, DIREXION SHS ETF TR OIL GAS BL 2X SH,Short,-12.0,33.605,,0.01,,403.25,119349.4,2/8/2023,-3,134.42,4.0
 02/06/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS OIL 0... (OILU) (Short),OILU, BANK MONTREAL QUE MICROSECTORS OIL 0.00,Short,-8.0,45.69,,0.01,,365.51,119349.4,2/8/2023,-8,45.69,1.0
 02/07/2023, YOU BOUGHT SHORT COVER DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,BTC,29.0,17.46,,,,-506.34,119349.4,2/9/2023,29,17.46,1.0
 02/08/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.5000000000000001,576.9999999999999,,0.01,,288.24,119349.4,2/10/2023,-50,5.77,0.01
 02/08/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-1.0000000000000002,575.9999999999999,,0.02,,575.98,119349.4,2/10/2023,-100,5.76,0.01
 02/08/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA VIX SHORT 1 FO... (74347Y839) (Short),UVXY, PROSHARES TR II ULTRA VIX SHORT 1 FOR 1,Short,-400.0,5.17,,0.05,,2069.51,119349.4,2/10/2023,-400,5.17,1.0
 02/08/2023, YOU SOLD SHORT SALE PROSHARES TR ULTPRO SHT (SMDD) (Short),SMDD, PROSHARES TR ULTPRO SHT,Short,-25.0,16.63,,0.01,,415.74,119349.4,2/10/2023,-25,16.63,1.0
 02/08/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRASHORT MATER (SMN) (Short),SMN, PROSHARES TR ULTRASHORT MATER,Short,-30.0,8.89,,0.01,,266.69,119349.4,2/10/2023,-30,8.89,1.0
 02/08/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY TECH OCT21 (TECS) (Short),TECS, DIREXION SHS ETF TR DAILY TECH OCT21,Short,-3.0,261.2,,0.02,,783.58,119349.4,2/10/2023,-30,26.12,0.1
 02/08/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679625) (Short),BNKU, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-50.0,7.5,,0.01,,374.99,119349.4,2/10/2023,-50,7.5,1.0
 02/13/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA VIX SHORT 1 FO... (74347Y839) (Short),UVXY, PROSHARES TR II ULTRA VIX SHORT 1 FOR 1,Short,-100.0,5.18,,0.02,,518.34,119983.87,2/15/2023,-100,5.18,1.0
 02/13/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS GOLD ... (GDXU) (Short),GDXU, BANK MONTREAL QUE MICROSECTORS GOLD 0.0,Short,-10.0,42.45,,0.01,,424.49,119983.87,2/15/2023,-10,42.45,1.0
 02/15/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRAPRO SHORT S 1 FOR ... (74347B110) (Short),SPXU, PROSHARES TR ULTRAPRO SHORT S 1 FOR 5 R,Short,-4.0,66.8,,0.01,,267.26,119983.87,2/17/2023,-20,13.36,0.2
 02/15/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY GOLD INDX 2X (NUGT) (Short),NUGT, DIREXION SHS ETF TR DLY GOLD INDX 2X,Short,-10.0,33.82,,0.01,,338.23,119983.87,2/17/2023,-10,33.82,1.0
 02/15/2023, YOU SOLD SHORT SALE BANK OF MONTREAL CALLABLE PUTABLE 0.... (06367V204) (Short),FNGD, BANK OF MONTREAL CALLABLE PUTABLE 0.000,Short,-2.0,237.8,,0.02,,475.6,119983.87,2/17/2023,-20,23.78,0.1
 02/17/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRA ENERGY (DIG) (Short),DIG, PROSHARES TR ULTRA ENERGY,Short,-5.0,38.68,,0.01,,193.39,120552.36,2/22/2023,-5,38.68,1.0
 02/17/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS GOLD ... (GDXU) (Short),GDXU, BANK MONTREAL QUE MICROSECTORS GOLD 0.0,Short,-5.0,37.31,,0.01,,186.55,120552.36,2/22/2023,-5,37.31,1.0
 02/17/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS GOLD ... (GDXU) (Short),GDXU, BANK MONTREAL QUE MICROSECTORS GOLD 0.0,Short,-10.0,37.34,,0.01,,373.4,120552.36,2/22/2023,-10,37.34,1.0
 02/17/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS US BI... (NRGU) (Short),NRGU, BANK MONTREAL QUE MICROSECTORS US BIG O,Short,-1.0,397.88,,0.01,,397.87,120552.36,2/22/2023,-1,397.88,1.0
 02/21/2023, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,10.0,39.97,,,,-399.68,120552.36,2/23/2023,5,79.94,2.0
 02/22/2023, YOU BOUGHT SHORT COVER PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,BTC,1.0500000000000005,487.0,,,,-511.35,120552.36,2/24/2023,105,4.87,0.01
 02/22/2023, YOU BOUGHT SHORT COVER PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,BTC,1.0000000000000002,487.0,,,,-486.9,120552.36,2/24/2023,100,4.87,0.01
 02/22/2023, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,28.0,36.415,,,,-1019.62,120552.36,2/24/2023,14,72.83,2.0
 02/22/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS GOLD ... (GDXU) (Short),GDXU, BANK MONTREAL QUE MICROSECTORS GOLD 0.0,Short,-20.0,33.46,,0.02,,669.16,120552.36,2/24/2023,-20,33.46,1.0
 02/24/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY REAL EST B (DRN) (Short),DRN, DIREXION SHS ETF TR DAILY REAL EST B,Short,-35.0,10.27,,0.01,,359.44,120328.35,2/28/2023,-35,10.27,1.0
 02/24/2023, YOU BOUGHT SHORT COVER MICROSECTORS GOLD MINERS 3X INVERSE ... (063679641) (Short),SHNY, MICROSECTORS GOLD MINERS 3X INVERSE 0.0,BTC,100.0,9.63,,,,-963.05,120328.35,2/28/2023,100,9.63,1.0
 02/24/2023, YOU BOUGHT SHORT COVER BANK MONTREAL QUE MICROSECTORS GOLD ... (GDXU) (Short),GDXU, BANK MONTREAL QUE MICROSECTORS GOLD 0.0,BTC,15.0,32.1,,,,-481.49,120328.35,2/28/2023,15,32.1,1.0
 03/02/2023, YOU SOLD SHORT SALE PROSHARES ULTRA UTILITIES (UPW) (Short),UPW, PROSHARES ULTRA UTILITIES,Short,-8.0,58.02,,0.01,,464.15,120039.94,3/6/2023,-8,58.02,1.0
 03/07/2023, YOU SOLD SHORT SALE VS TRUST 2X LONG VIX FUT 1 FOR 10 R/... (92891H408) (Short),UVIX, VS TRUST 2X LONG VIX FUT 1 FOR 10 R/S I,Short,-35.0,15.71,,0.01,,549.89,120013.36,3/9/2023,-35,15.71,1.0
 03/08/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY GOLD INDX 2X (NUGT) (Short),NUGT, DIREXION SHS ETF TR DLY GOLD INDX 2X,Short,-10.0,30.2,,0.01,,301.99,120013.36,3/10/2023,-10,30.2,1.0
 03/09/2023, YOU BOUGHT SHORT COVER VS TRUST 2X LONG VIX FUT 1 FOR 10 R/... (92891H408) (Short),UVIX, VS TRUST 2X LONG VIX FUT 1 FOR 10 R/S I,BTC,100.0,17.52,,,,-1752.13,120013.36,3/13/2023,100,17.52,1.0
 03/09/2023, YOU BOUGHT SHORT COVER VS TRUST 2X LONG VIX FUT 1 FOR 10 R/... (92891H408) (Short),UVIX, VS TRUST 2X LONG VIX FUT 1 FOR 10 R/S I,BTC,65.0,18.2,,,,-1182.88,120013.36,3/13/2023,65,18.2,1.0
 03/09/2023, YOU BOUGHT SHORT COVER PROSHARES TR II ULTRA VIX SHORT 1 FO... (74347Y839) (Short),UVXY, PROSHARES TR II ULTRA VIX SHORT 1 FOR 1,BTC,400.0,4.93,,,,-1970.0,120013.36,3/13/2023,400,4.93,1.0
 03/09/2023, YOU BOUGHT SHORT COVER PROSHARES TR II ULTRA VIX SHORT 1 FO... (74347Y839) (Short),UVXY, PROSHARES TR II ULTRA VIX SHORT 1 FOR 1,BTC,100.0,4.85,,,,-484.9,120013.36,3/13/2023,100,4.85,1.0
 03/09/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO DOW30 (UDOW) (Short),UDOW, PROSHARES ULTRAPRO DOW30,Short,-20.0,52.22,,0.01,,1044.39,120013.36,3/13/2023,-20,52.22,1.0
 03/09/2023, YOU SOLD SHORT SALE PROSHARES ULTRA REAL ESTATE (URE) (Short),URE, PROSHARES ULTRA REAL ESTATE,Short,-6.0,58.1,,0.01,,348.59,120013.36,3/13/2023,-6,58.1,1.0
 03/09/2023, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DAILY FINL BEAR (FAZ) (Short),FAZ, DIREXION SHS ETF TR DAILY FINL BEAR,BTC,20.0,20.34,,,,-406.71,120013.36,3/13/2023,20,20.34,1.0
 03/09/2023, YOU SOLD SHORT SALE DIREXION DAILY FINANCIAL BULL 3X SHARES (FAS) (Short),FAS, DIREXION DAILY FINANCIAL BULL 3X SHARES,Short,-8.0,68.63,,0.01,,549.05,120013.36,3/13/2023,-8,68.63,1.0
 03/09/2023, YOU SOLD SHORT SALE DIREXION DAILY FINANCIAL BULL 3X SHARES (FAS) (Short),FAS, DIREXION DAILY FINANCIAL BULL 3X SHARES,Short,-10.0,67.69,,0.01,,676.89,120013.36,3/13/2023,-10,67.69,1.0
 03/09/2023, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-30.0,15.21,,0.01,,456.29,120013.36,3/13/2023,-30,15.21,1.0
 03/09/2023, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-30.0,15.3,,0.01,,459.0,120013.36,3/13/2023,-30,15.3,1.0
 03/09/2023, YOU SOLD SHORT SALE DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,Short,-20.0,29.42,,0.01,,588.44,120013.36,3/13/2023,-20,29.42,1.0
 03/09/2023, YOU SOLD SHORT SALE BANK OF MONTREAL MICROSECTORS US BIG... (BNKU) (Short),BNKU, BANK OF MONTREAL MICROSECTORS US BIG 0.,Short,-20.0,22.42,,0.01,,448.39,120013.36,3/13/2023,-20,22.42,1.0
 03/09/2023, YOU SOLD SHORT SALE BANK OF MONTREAL MICROSECTORS US BIG... (BNKU) (Short),BNKU, BANK OF MONTREAL MICROSECTORS US BIG 0.,Short,-25.0,22.97,,0.01,,574.24,120013.36,3/13/2023,-25,22.97,1.0
 03/09/2023, YOU BOUGHT SHORT COVER BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679625) (Short),BNKU, BANK OF MONTREAL CALLABLE PUTABLE 0.000,BTC,55.0,10.91,,,,-600.05,120013.36,3/13/2023,55,10.91,1.0
 03/10/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO S&P500 (UPRO) (Short),UPRO, PROSHARES ULTRAPRO S&P500,Short,-10.0,32.28,,0.01,,322.79,119633.91,3/14/2023,-10,32.28,1.0
 03/10/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO DOW30 (UDOW) (Short),UDOW, PROSHARES ULTRAPRO DOW30,Short,-5.0,49.4,,0.01,,246.99,119633.91,3/14/2023,-5,49.4,1.0
 03/10/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO MIDCAP400 (UMDD) (Short),UMDD, PROSHARES ULTRAPRO MIDCAP400,Short,-15.0,17.21,,0.01,,258.14,119633.91,3/14/2023,-15,17.21,1.0
 03/10/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO RUSSELL2000 (URTY) (Short),URTY, PROSHARES ULTRAPRO RUSSELL2000,Short,-10.0,36.01,,0.01,,360.09,119633.91,3/14/2023,-10,36.01,1.0
 03/10/2023, YOU SOLD SHORT SALE PROSHARES TR II SHT VIX ST TRM (SVXY) (Short),SVXY, PROSHARES TR II SHT VIX ST TRM,Short,-3.0,57.62,,0.01,,172.85,119633.91,3/14/2023,-3,57.62,1.0
 03/10/2023, YOU SOLD SHORT SALE PROSHARES ULTRA SMALLCAP600 (SAA) (Short),SAA, PROSHARES ULTRA SMALLCAP600,Short,-10.0,20.64,,0.01,,206.39,119633.91,3/14/2023,-10,20.64,1.0
 03/10/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRA ENERGY (DIG) (Short),DIG, PROSHARES TR ULTRA ENERGY,Short,-5.0,37.02,,0.01,,185.09,119633.91,3/14/2023,-5,37.02,1.0
 03/10/2023, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-5.0,30.55,,0.01,,152.74,119633.91,3/14/2023,-5,30.55,1.0
 03/10/2023, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-7.0,30.56,,0.01,,213.91,119633.91,3/14/2023,-7,30.56,1.0
 03/10/2023, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY REAL EST B (DRN) (Short),DRN, DIREXION SHS ETF TR DAILY REAL EST B,Short,-35.0,8.71,,0.01,,304.84,119633.91,3/14/2023,-35,8.71,1.0
 03/10/2023, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-15.0,13.96,,0.01,,209.4,119633.91,3/14/2023,-15,13.96,1.0
 03/10/2023, YOU SOLD SHORT SALE DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,Short,-10.0,27.2,,0.01,,271.99,119633.91,3/14/2023,-10,27.2,1.0
 03/10/2023, YOU SOLD SHORT SALE BANK OF MONTREAL MICROSECTORS US BIG... (BNKU) (Short),BNKU, BANK OF MONTREAL MICROSECTORS US BIG 0.,Short,-7.0,20.06,,0.01,,140.41,119633.91,3/14/2023,-7,20.06,1.0
 03/10/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS OIL 0... (OILU) (Short),OILU, BANK MONTREAL QUE MICROSECTORS OIL 0.00,Short,-2.0,40.15,,0.01,,80.29,119633.91,3/14/2023,-2,40.15,1.0
 03/10/2023, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS OIL 0... (OILU) (Short),OILU, BANK MONTREAL QUE MICROSECTORS OIL 0.00,Short,-4.0,40.17,,0.01,,160.67,119633.91,3/14/2023,-4,40.17,1.0
 03/13/2023, YOU SOLD SHORT SALE VS TRUST 2X LONG VIX FUT 1 FOR 10 R/... (92891H408) (Short),UVIX, VS TRUST 2X LONG VIX FUT 1 FOR 10 R/S I,Short,-40.0,25.51,,0.01,,1020.49,119633.91,3/15/2023,-40,25.51,1.0
 03/13/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA VIX SHORT 1 FO... (74347Y839) (Short),UVXY, PROSHARES TR II ULTRA VIX SHORT 1 FOR 1,Short,-154.0,6.44,,0.01,,991.9,119633.91,3/15/2023,-154,6.44,1.0
 03/14/2023, YOU SOLD SHORT SALE VS TRUST 2X LONG VIX FUT 1 FOR 10 R/... (92891H408) (Short),UVIX, VS TRUST 2X LONG VIX FUT 1 FOR 10 R/S I,Short,-50.0,20.62,,0.01,,1031.14,119633.91,3/16/2023,-50,20.62,1.0
 03/14/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTRA VIX SHORT 1 FO... (74347Y839) (Short),UVXY, PROSHARES TR II ULTRA VIX SHORT 1 FOR 1,Short,-200.0,5.38,,0.01,,1076.19,119633.91,3/16/2023,-200,5.38,1.0
 03/14/2023, YOU BOUGHT SHORT COVER PROSHARES ULTRAPRO DOW30 (UDOW) (Short),UDOW, PROSHARES ULTRAPRO DOW30,BTC,45.0,51.39,,,,-2312.55,119633.91,3/16/2023,45,51.39,1.0
 03/14/2023, YOU BOUGHT SHORT COVER PROSHARES TR ULTRASHRT DOW 30 (SDOW) (Short),SDOW, PROSHARES TR ULTRASHRT DOW 30,BTC,23.0,116.0,,,,-2668.0,119633.91,3/16/2023,92,29.0,0.25
 03/14/2023, YOU BOUGHT SHORT COVER BANK OF MONTREAL CALLABLE PUTABLE 0.... (063679625) (Short),BNKU, BANK OF MONTREAL CALLABLE PUTABLE 0.000,BTC,45.0,13.1,,,,-589.48,119633.91,3/16/2023,45,13.1,1.0
 03/15/2023, YOU SOLD SHORT SALE PROSHARES TR II ULTA BLMBG 2017 (UCO) (Short),UCO, PROSHARES TR II ULTA BLMBG 2017,Short,-10.0,22.25,,0.01,,222.49,119633.91,3/17/2023,-10,22.25,1.0
 03/15/2023, YOU SOLD SHORT SALE PROSHARES ULTRAPRO MIDCAP400 (UMDD) (Short),UMDD, PROSHARES ULTRAPRO MIDCAP400,Short,-12.0,16.02,,0.01,,192.23,119633.91,3/17/2023,-12,16.02,1.0
 03/15/2023, YOU SOLD SHORT SALE PROSHARES ULTRA SMALLCAP600 (SAA) (Short),SAA, PROSHARES ULTRA SMALLCAP600,Short,-10.0,19.94,,0.01,,199.39,119633.91,3/17/2023,-10,19.94,1.0
 03/15/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRA MATERIALS (UYM) (Short),UYM, PROSHARES TR ULTRA MATERIALS,Short,-10.0,20.17,,0.01,,201.66,119633.91,3/17/2023,-10,20.17,1.0
 03/15/2023, YOU SOLD SHORT SALE PROSHARES TR ULTRA ENERGY (DIG) (Short),DIG, PROSHARES TR ULTRA ENERGY,Short,-8.0,32.62,,0.01,,260.97,119633.91,3/17/2023,-8,32.62,1.0
 03/15/2023, YOU SOLD SHORT SALE EX-DIV DATE 03/21/23RECORD DATE 03/22/23 DIREXION SHS ETF TR OIL GAS BL 2X SH (GUSH) (Short),GUSH, DIREXION SHS ETF TR OIL GAS BL 2X SH,Short,-16.0,26.6175,,0.01,,425.85,119633.91,3/17/2023,-4,106.47,4.0
